B cells,T cells,naive B cells,non-switched memory B cells,class-switched memory B cells,CD8 T cells,CD4 T cells,Th cells,Treg cells,naive Th cells,CM Th cells,EM Th cells,TEMRA Th cells,activated Treg cells,naive Treg cells,naive CD8 T cells,CM CD8 T cells,EM CD8 T cells,TEMRA CD8 T cells,platelets,CD56+ NKT,eosinophils,neutrophils,CD16+ NKT,basophils,CD56++ NK,CD16+CD56+ NK,CD14+ monocytes,CD14+CD16+ monocytes,CD16+ monocytes,pDC,mDC,target
162.14,149.47,176.71,194.63,154.38,151.59,142.01,142.02,135.49,134.31,136.51,157.97,155.05,142.04,124.36,133.98,134.65,151.92,152.33,96.64,159.89,461.61,1010.86,131.11,261.8,138.87,197.34,226.67,207.86,168.5,160.68,157.97,CD181
149.07,156.92,147.94,157.25,138.5,161.2,150.03,150.03,150.24,135.62,155.47,151.08,157.34,152.99,150.24,146.29,162.94,159.87,167.27,101.93,164.23,478.69,2619.03,162.98,178.98,137.49,211.15,316.58,220.69,164.12,543.28,228.69,CD182
286.77,325.31,196.11,283.66,319.08,269.58,386.8,390.73,298.34,399.48,561.54,297.9,237.55,331.33,256.77,246.44,652.38,264.19,228.99,119.82,287.53,505.45,243.43,570.81,358.71,528.45,195.51,200.69,267.12,191.36,447.13,436.92,CD183
407.02,190.22,537.05,364.89,229.59,193.84,187.32,188.48,170.16,231.09,179.14,152.12,158.72,151.03,217.54,254.84,186.11,164.39,167.72,216.25,261.45,516.09,263.66,374.05,414.61,204.56,205.08,258.12,231.72,202.62,701.19,323.37,CD184
2629.42,554.91,3101.98,2293.09,2236.77,228.5,594.76,644.83,307.53,299.13,704.63,235.09,155.07,341.21,275.2,130.13,481.9,251.48,204.51,98.4,346.94,436.19,252.17,614.24,185.66,120.13,182.08,178.69,189.94,160.87,144.73,175.81,CD185
134.75,162.48,0,132.85,0,161.09,162.48,159.06,176.11,0,157.08,156.11,0,176.11,0,0,190.68,161.09,159.57,98.41,191.28,427.84,254.62,163.83,0,167.17,148.98,190.47,247.59,183.07,138.24,155.72,CD186
796.6,932.25,600.17,762.18,1096.17,1046.51,859.27,871.11,748.85,607.46,952.03,1024.17,1237.49,795.72,555.52,555.3,881.68,1248.27,1452.11,124.2,2345.49,4207.57,6037.32,1271.8,1753.34,1057.1,2966.08,8080.6,7083.14,3829.93,2884.34,3113.32,CD18
158.03,191.24,127.03,147.78,195.22,192.82,143.29,147.49,133.53,155.57,138.09,126.79,235.24,132.01,148.45,131.22,168.16,204.95,183.1,100.14,199.66,437.53,484.86,134.85,320.33,568.16,312.4,3100.05,1693.98,266.61,1187.84,262.16,CD191
367.1,560.56,169.44,384.24,465.25,432.7,629.04,632.92,559.42,143.14,627.53,731.97,268.61,581.08,124.22,145.08,338.34,553.36,302.62,115.62,725.39,498.13,262.8,409.27,4345.78,249.64,297.41,7015.67,2449.89,288.44,5334.15,3858.24,CD192
188.11,196.66,127.13,201.13,205.8,199.35,194.57,192.95,204.33,181.13,200.36,206.1,264.72,210.26,186.44,195.99,200.79,215.79,203.1,106.5,266.29,2937.82,305.67,145.69,1553.51,242.07,149.68,187.82,212.33,217.07,195.52,169.99,CD193
198.29,239.07,327.06,415.21,173.37,233.51,239.89,232.9,270.53,178.03,232.42,241.08,206.43,274.3,164.84,200.23,257.49,213.65,233.51,124.37,250.88,436.99,271.47,248.32,169.85,112.47,0,168.77,183.14,158.43,125.51,150.43,CD194
334.75,169.55,476.14,136.39,252,165.43,157.84,156.22,141.99,124.2,163.7,182.73,143.23,137.46,312.23,132.23,191.88,180.9,130.76,153.89,213.63,768.73,494.85,233.45,210.38,133.78,198.47,361.06,442.29,285.73,262.3,349.78,CD195
518.54,237.14,545.33,471.4,515.71,199.31,242.19,249.03,198.49,163.74,258.56,225.66,171.44,201.85,126.19,117.53,199.56,221.85,205.53,131.08,331.05,567.95,406.68,241.43,215.62,158.89,534.51,297.58,269.57,368.91,335.19,224,CD196
131.67,147.33,131.84,130.94,131.52,152.77,144.56,143.04,154.04,128.08,146.52,162.36,161.71,156.75,144.32,156.1,145.43,154.08,136.79,103.83,164.35,798.39,458.37,197.15,122.07,247.78,126.71,228.64,327.52,178,150.04,271.77,CD198
160.78,126.67,150.54,188.53,167.88,129.71,122.41,122.27,125.2,121.82,120.61,155.3,174.45,129.69,113.2,121.37,130.83,141.93,146.4,104.12,161.73,581.24,259.08,116.36,135.63,213.07,159.74,200.43,261.1,172.28,160.51,237.01,CD199
149.39,226.99,137.67,197.86,246.29,0,422.84,422.84,0,122.45,504.02,0,0,0,0,0,0,0,0,390.94,148.24,1077.11,236.29,194.27,0,115.05,0,142.37,159.19,141.14,0,152.54,CD1a
212.35,189.11,134.93,272.95,269.07,208.79,178.86,183.93,173.78,1381.04,158.75,0,0,154.47,748.62,135,239.53,0,208.79,98.25,132.13,498.32,264.08,144.73,0,0,544.89,219.66,219.22,156.76,0,213.17,CD1b
865.33,163.56,995.76,1336.7,594.09,167.44,153.43,150.09,258.29,125.5,175.75,240.04,142.8,0,258.29,153.28,561.83,167.44,201.71,124.44,339,1077.53,336.91,155.64,0,134.13,2182.68,274.88,503.28,186.86,1018.62,3554.34,CD1c
264.05,167.95,288.84,253.9,229.05,207.39,162.23,166.7,114.24,145.14,155.7,0,172.11,114.24,0,1592.55,285.5,166.86,222.32,160.36,218.32,497.67,276.62,186.66,208.84,108.3,176.47,1065.62,647.22,204.91,189.58,1354.67,CD1d
186.15,191.76,208.03,190.72,175.03,164.87,198.98,198.92,196.37,133.7,200.63,258.43,218.95,199.87,142.1,128.13,158.76,184.12,177.79,101.89,152.09,910.72,478.23,159.73,1640.93,157.58,326.95,225.33,201.92,174.57,153.77,371.83,CD200R
223.42,177.47,229.32,221.08,190.95,163.59,179.89,176.61,187.58,178.89,175.11,180.03,143.51,188.55,180.68,151.74,160.34,186.1,179.79,124.51,370.31,575.76,346.58,209.92,331.32,112.42,1235.86,285.4,225.76,255.26,217.9,250.25,CD200
110.04,120.08,0,110.04,0,971.29,112.82,112.19,234.64,167.07,110.83,0,0,0,234.64,0,0,0,0,9934.95,179.38,680.1,505.25,146.77,0,118.71,119.69,324.37,167.24,159.16,0,173.87,CD201
190.78,173.09,313.96,136.96,175.41,150.19,206.49,209.03,194.2,545.33,128.43,245.32,222.64,131.14,1031.43,173.09,135.42,178.73,137.58,103.86,170.31,507.69,267.22,130.81,1764.26,252.95,126.09,201.64,217.8,174.84,155.77,142.12,CD203c
737.05,316.32,821.01,530.48,721.3,267.6,364.56,362.11,386.7,264.44,479.7,348.03,222.11,428.9,266.17,259.87,460.43,273.25,243.32,105.22,475.95,932.69,1202.67,545.89,337.74,633.14,371.79,2623.82,2291.87,490.54,968.91,2324.74,CD205
213.16,219.68,212.31,264.8,0,198.6,268.89,298.09,273.82,348.43,369.28,298.09,0,239.7,714.79,263.34,0,199.66,197.54,7712.16,114.03,785.52,773.49,383.04,0,123.93,0,212.76,199.91,142.49,159.73,165.34,CD206
348.96,217.1,0,190.41,507.52,207.72,288.32,304.7,185.59,188.1,544.13,0,523.89,185.59,0,139.98,0,231.83,395.16,1289.43,117.43,846.75,366.37,169.3,3746.51,405.06,241.83,203.75,205.91,155.77,0,198.69,CD209
674.21,154.23,661.23,585.97,727.5,155.74,145.66,145.66,199.21,136.9,145.27,158.37,397.83,0,199.21,151.84,188.53,171.7,149.38,162.58,181.49,583.16,361.39,174,0,0,255.9,567.31,143.6,149.14,353.27,218.51,CD20
130.52,143.25,124.52,129.78,130.83,148.45,136.01,133.69,148.39,127.1,128.39,136.64,143.24,149.65,117.67,135.52,146.3,146.77,152.33,111.34,169.66,736.76,302.86,139.78,169.75,152.33,146.86,297.57,346.03,205.56,152,234.73,CD210
223.69,170.08,0,223.69,126.86,178.47,159.48,159.98,155.07,127,151.06,165.48,173.52,155.41,134.37,124.22,136.86,177,185,178.64,189.41,431.91,327.51,165.81,0,160.77,235.21,176.83,177.2,167.29,596.43,180.44,CD212
149.7,170.49,160.08,117.67,182.9,145.9,171.29,171.29,162.82,169.53,756.61,117.1,176.83,162.82,0,9808.6,146.25,175.36,128.69,100.6,123.13,448.8,252.26,122.7,0,119.43,167.4,203.34,244.05,178.74,0,179.78,CD213a1
985.15,118.58,1704.37,0,0,122.22,111.44,111.44,104.18,111.44,122.67,108.85,0,104.18,0,111.57,155.38,181.86,254.19,102.13,157.13,460.96,258.88,106.6,0,110.93,120.22,173.06,173.11,154.38,0,131.08,CD215
157.67,130.21,148.26,240.69,150.12,116.84,137.04,131.74,161.22,117.05,131.84,0,213.28,161.22,0,117.21,107.61,114.79,0,110.2,273.45,433.13,327.54,104.12,133.53,117.25,124.1,267.51,223.36,157.36,0,171.69,CD217
135.95,201,123.71,133.57,141.1,210.21,189.68,191.44,183.35,141.06,189.69,214.32,201.07,186.57,156.3,131.25,192.31,219.35,209.56,95.32,277.64,441.19,487.24,190.74,158.08,1203.71,279.56,173.75,183.07,172.92,1369.77,447.2,CD218a
3146.81,175.3,3374.04,3181.74,2824.6,183.07,162.2,162.2,165.09,158.42,166.86,160.64,247.97,160.43,165.09,179.97,189.68,202.07,191.45,127.01,198.44,476.5,253,165.47,0,143.68,353.84,173.02,172.72,171.47,1117.91,1313.1,CD21
383.65,185.42,0,383.65,372.16,269.84,215.11,183.64,0,215.11,109.5,0,202.68,0,0,0,392.68,147.01,0,99.15,220.73,448.73,233.25,188.46,115.66,131.53,0,231.12,251.51,187.82,137.72,226.84,CD220
130.05,138.71,125.11,217.15,130.17,135.9,140.25,138.96,144.14,132.74,142.02,142.2,192.57,135.96,162.21,129.44,164.93,139.17,149.28,100.33,141.28,446.34,316.92,139.95,173.43,128.42,145.33,185.41,186.41,158,0,156.36,CD221
224.35,154.47,334.54,196.63,0,140.66,525.88,452.72,525.88,710.24,165.7,265.03,0,525.88,0,0,134.28,143.7,146.5,7764.04,113.39,532.88,329.7,119.67,0,135.38,0,248.22,296.26,154.45,0,226.1,CD223
208.4,266.75,125.22,137.13,230.46,282.77,255.44,257.86,221.23,210.02,244.59,286.4,371.2,225.45,196.1,208.24,255.63,283.92,305.02,589.94,356.3,573.92,288.4,267.18,231.01,267.2,266.43,375.26,345.97,257.32,344.38,283.02,CD226
187.55,155.73,124.53,171.99,194.29,154.05,156.79,155.86,193.82,122.02,156.45,161.9,131.86,193.82,0,150.09,202.38,149.29,164.04,99.04,207.26,454.56,257.06,161.1,373.01,0,225.88,205.62,216.55,197.83,0,144.74,CD227
330.81,646.56,367.67,360.64,283.94,561.01,711.43,723.53,646.74,527.67,977.9,667.88,351.53,724.21,445.37,697.92,1230.78,553.03,398.84,99.85,610.71,1212.54,1274.34,1376.42,0,621.1,310.75,181.54,184.01,207.34,615.55,207.55,CD229
1246.02,146.04,1674.34,821.5,1007.75,155.65,138.7,138.17,184.87,129.29,159.28,136.87,0,149.28,0,162.61,631.35,133.28,139.55,5624.8,168.92,801.05,309.45,212.07,0,126.87,0,164.43,212.53,155.75,465.73,324.79,CD22
157.37,146.94,157.37,112.88,176.16,149.29,119.37,118.66,120.09,105.82,118.66,110.84,702.06,120.09,0,142.74,131.47,146.44,154.52,105.27,197.99,511.39,244.78,192.56,181.61,141.7,150.01,190.88,186.93,151.5,0,139.33,CD235a
2483.64,2631.39,2545.1,2450.22,2075.65,2590.14,2670.66,2534.45,3209.3,2630.8,2659.04,2249.43,2565.45,3242.6,3101.82,2605.68,2733.29,2656.51,2351.46,7748,12645.41,11829.14,11019.74,9372.29,10242.73,3580.6,9511.57,11299.84,14778.15,10107.74,7786.1,7751.41,CD235ab
659.89,212.76,0,473.14,0,214.08,182.2,160.43,174.37,160.43,180.88,0,0,174.37,0,217.68,0,212.76,0,274.04,254.52,489.34,346.17,196.52,233.01,129.48,148.25,175.91,0,138.08,0,139.14,CD238
313.56,191.16,322.66,299.17,253.5,191.16,203.8,185.57,301.7,122.92,200.16,189.2,0,301.7,0,929.48,0,179.71,141.62,276.88,220.56,721.64,332.64,141.4,0,123.08,0,203.16,198.99,170.18,156.41,204.92,CD23
196.93,158.06,0,174.85,470.7,545.89,136.73,158.06,96.54,567.47,109.78,115.41,0,96.54,0,872.81,137.12,545.89,0,7562.7,152.75,514.4,750.06,0,0,129,0,168.74,138.66,145.02,114.21,154.53,CD243
155.34,192.07,131.23,155.01,145.49,192.77,172.05,172.05,274.56,362.25,190.29,148.21,179.15,274.56,0,137.15,167.74,187.25,203.53,115.94,213.71,489.21,235.22,187.26,648.17,198.63,208.62,240.51,293.86,243.86,138.45,246.97,CD244
187.67,171.54,158.87,201.36,190.68,168.49,209.81,192.47,345.18,432.83,227.67,155.26,171.18,3560.28,185.02,499.64,170.98,143.21,161.75,108.06,163.06,547.21,270.87,162.24,166.97,127.43,171.49,254.71,246.26,174.82,0,153.7,CD245
569.66,136.93,374.67,866.74,714.37,139.08,134.07,134.42,127.12,131.37,135.88,141.79,146.87,131.1,120.91,132.14,132.8,150.2,153.5,107.79,185.46,1264.1,631.49,139.06,235.17,186.01,163.1,176.3,306.01,171.63,2240.04,222.32,CD24
316.79,148.17,228.09,390.29,186.73,149.44,146.86,144.66,201.52,129.06,144.66,218.69,152.29,201.52,260.34,151.38,254.45,148,265.29,98.55,135.53,465.66,258.53,147.28,175.12,115.01,186.97,185.37,194,144.1,112.02,157.04,CD252
178.85,134.08,147.43,135.08,228.32,142.42,132.01,129.69,137.77,146.49,126.83,151.86,159.69,136.81,143.64,140.73,152.14,128.15,137.69,98.26,131.74,475.77,264.67,118.58,156.11,176.5,131.48,176.28,218.12,134.03,132.11,137.47,CD253
212.85,151.1,201.77,454.71,186.29,164.94,142.95,146.9,129.05,153.22,141.12,134.02,175.4,129.05,0,205.05,159.24,156.33,321.74,109.77,206.04,540.58,293.05,133.41,164.85,129.47,177.79,159.51,159.19,151.94,137.01,163.45,CD255
136.05,140.53,133.11,136.81,143.27,141.52,139.6,140.68,130.01,126.59,145.9,140.53,137.03,131.88,124.52,146.03,149.54,139.01,135.47,126.48,155.53,814.75,314.21,199.75,229.43,164.31,149.1,225.73,261.36,207.36,482.43,190.49,CD257
137.02,122.98,126.32,183.33,135.72,126.06,117.45,119.17,114.07,140.92,119.17,114.27,131.81,110.7,114.07,125.35,112.11,121.83,299.98,97.9,151.85,476.82,264.61,109.02,125.97,125.52,137.87,287.11,296.06,173.19,0,246.96,CD262
157.06,133.03,117.74,685.06,164.25,137.49,127.2,134.07,112.63,109.08,127.2,122.09,159.25,112.63,115.26,132.78,158.82,143.74,158.87,100.12,235.7,463.74,268.17,157.88,174.38,113.15,163.83,184.14,177.89,182.68,174.13,149.94,CD263
197.82,167.62,156.48,186.27,214.43,164.6,166.44,167.62,142.47,169.8,153.92,206.19,173.3,121.79,335.81,190.27,180.52,151.87,202.81,114.59,175.99,466.42,271.29,161.34,132.21,176.62,188.22,197.76,223.9,187.04,195.58,177.58,CD267
4159.77,152.19,4691.5,3935.72,3791.66,157.63,145.79,142.4,162.04,142.49,142.05,139.58,171.31,157.74,169.12,156.57,164.1,153.97,160.68,100.7,147.91,463.19,257.64,137.45,160.87,165.28,193.34,192.65,216.82,144.44,234.45,1726,CD268
119.71,150.64,0,113.79,119.71,129.75,151.28,156.53,125.88,161.32,197.91,173.67,156.53,125.88,0,113.3,303.95,0,161.41,99.83,162.77,460.11,240.19,130.73,0,116.44,134.35,186.92,199.04,169.01,425.24,160.93,CD269
136.28,474.3,124.66,149.47,153.37,365.48,520.88,548.31,308.5,445.63,566.5,861.06,322.81,305.18,323.69,296.14,481.76,652.03,178.01,106.21,985.26,570.13,315.61,469.54,495.38,208.51,137.02,239.01,312.59,190.12,421.04,282.26,CD26
314.29,229.5,294.52,331.1,319.9,230.98,228.29,229.41,216.46,213.78,227.36,248.74,244.07,219.18,207.84,218.02,212.37,232.68,244.63,124.67,227.48,501.48,306.63,241.85,207.58,198.73,237.58,266.82,306.56,282.52,287.42,265.26,CD270
286.26,143.7,197.62,374.91,0,265.16,137.24,136.26,132.89,251.53,0,127.59,130.93,0,132.89,516.85,0,0,209.59,9027.25,149.04,841.58,239.86,0,0,116.33,145.5,158,180.37,158.57,321.17,166.64,CD271
894.37,320.44,1106.22,687.83,776.7,284.57,343.07,353.5,218.74,359.31,367.33,312.33,262.55,221.69,210.17,332.58,327.81,262.46,228.75,133.88,254.96,439.6,296.25,359.24,909.75,139.19,212.33,185.46,179.38,212.62,1376.99,446.1,CD272
208.9,121.95,238.59,208.9,176.72,121.41,122.79,128.25,108.38,0,130.22,118.75,0,108.38,0,0,121.41,0,0,103.88,119.58,432.59,238.37,122.68,0,116.83,136,171.12,168.73,167.18,0,134.99,CD273
192.9,142.16,177.63,208.22,204.43,137.31,144.55,144.44,151.55,120.05,145.93,143.34,131.87,152.17,0,126.51,148.43,138.16,131.76,118.68,136.33,475.55,243.23,144.19,137.46,131.78,117.2,181.22,159.11,147.64,0,133.66,CD274
148.5,135.98,126.64,0,300.15,132.09,137.43,137.82,136.5,123.71,145.21,186.61,136.96,136.5,130.46,135.74,239.73,131.31,130.76,190.74,276.25,496.47,242.22,473.28,219.74,237.99,230.25,224.21,219.13,168.33,479.38,398.55,CD275
221.96,205.4,197.6,254.84,223.75,207.03,204.1,206.54,185.85,206.19,208.49,200.28,207.63,185.95,185.94,202.99,204.21,207.56,208.22,115.65,267.37,579.53,273.14,224.65,226.36,237.41,305.63,269.28,234.27,238.07,199.15,222.85,CD277
330.65,134.23,692.8,256.61,318.08,133.24,133.91,134.07,130.31,134.34,134.13,115.96,134.55,130.31,127.67,177.84,171.38,128.45,0,194.86,222.42,549.72,352.61,348.99,251.67,224.12,189.61,269.99,244.3,199.86,394.01,344.27,CD278
220.34,181.58,239.95,134.54,290.85,182.46,179.08,176.26,194.68,181.06,174.55,175.84,172.67,197.94,175.48,158.84,183.29,196.07,166.01,101.23,167.57,559.4,253.77,188.36,227.24,125.87,128.78,214.66,203.38,166.7,0,173.71,CD279
149.68,137.86,131.45,147.81,160.77,135.86,139.5,137.73,152.45,161.52,127.07,152.6,249.45,141.77,881.08,131.86,139.37,134.15,133.48,105.38,140.95,499.16,337.37,115.03,432.78,132.25,132.78,279.34,297.42,252.71,168.65,271.08,CD281
150.29,150.25,136.74,193.04,152.42,156.21,148.19,167.1,120.31,192.61,160.49,135.83,182.13,112.47,0,163.75,142.68,145.35,204.23,99.1,222.75,472.28,285.04,138.95,111.7,366.64,137.17,258.27,280.17,226.05,218.35,196.42,CD282
195.03,131.09,0,176.44,197.24,134.41,145.71,163.65,117.15,0,163.65,127.77,0,117.15,0,123.57,0,134.41,0,101.21,257.24,468.31,253.71,130.43,163.02,138.85,0,205.54,192.68,170.8,0,138.79,CD283
150.66,139.41,132.23,255.29,150.66,130.87,153.75,163.82,125.46,0,149.41,158.08,221.33,125.46,195.94,125.74,124.62,128.75,132.78,107.69,182.94,596.61,266.74,134.63,295.71,124.54,140.01,230.14,268.53,191.6,312.44,168.52,CD284
179.78,145.22,203.75,6343.03,130.95,158.67,139.73,143.39,146.69,0,141.28,0,143.39,146.69,0,116.32,0,165.91,151.42,98.15,139.67,457.02,256.1,123.09,0,273.86,138.39,205.25,242.13,171.92,0,173.67,CD286
205.8,134.1,216.94,0,203.67,132.99,134.12,135.3,126.64,132.4,135.6,135.85,136.1,130.01,117.98,126.45,130.88,135.35,135.52,104.2,113.84,440.18,258.18,121.74,123.82,136.62,0,201.71,219.02,183.35,0,381.93,CD288
182.94,158.85,0,130.48,218.4,156.81,161.47,190.9,122.86,164.09,314.13,174.88,0,120.04,122.86,0,807.14,135.57,0,133.61,253.88,825.65,571.07,225.37,237.53,474.22,157.62,435.56,279.79,679.74,516.1,314.86,CD289
175.25,1394.09,131.89,175.25,176.21,1219.55,1497.54,1515.33,1391.85,1165.45,1710.7,1323.91,689.89,1542.52,995.95,1189.3,1894.29,1295.95,334.16,103.5,1788.29,452.45,638.28,1770.41,0,147.64,382.26,188.14,311.91,159.32,0,217.93,CD28
148.7,137.81,133.67,140.73,161.68,193.6,110.75,129.29,110.75,0,164.88,0,0,110.75,0,0,0,154.71,193.6,97.93,116.5,451.99,245.76,110.53,0,115.06,111.68,190.94,208.27,160.81,151.78,181.7,CD290
363.98,273.93,0,706.41,340.95,270.47,266.45,263.03,292.59,259.2,265.98,265.24,283.87,278.72,477.46,226.45,259.15,306.98,298.34,105.96,176.49,695.74,255.62,376.44,503.55,965.19,0,179.34,182.2,236.4,113.04,176.31,CD294
1176.15,1763.22,868.13,1453.04,1683.31,1586.2,2071.54,2012.98,2451.03,2013.71,2518.64,1479.46,1412.88,2477.42,2308.46,1689.35,2794.35,1464.34,1548.25,412.43,2947.99,2453.37,2120.64,3845.33,2258.16,1538.23,1983.64,10113.45,11804.69,6946.55,3910.11,9241.09,CD298
794.46,1083.16,428.99,971.52,1599.33,1197.69,1019.88,1024.25,998.42,340.31,1244.86,1440.03,2008.82,1102.68,619.43,312.54,1093.21,1350.31,1650.69,1548,2057.38,1668.58,558.31,717.55,359.34,1407.91,1395.97,2594.69,5134.24,2820.75,1974.15,2270.99,CD29
201.95,4932.32,147.56,202.85,218.74,5592.87,4581.93,4637.65,4143.62,2786.3,5100.09,6813.9,9906.76,4610.96,2936.27,3250.88,5707.1,7178.38,6935.3,125.47,8513.33,1892.44,449.11,4846.83,178.73,6882.47,3294.72,228.64,208.2,224.85,359.43,1608.81,CD2
169.42,131.54,114.02,149.28,310.46,156.01,143.91,237.62,143.91,100.72,0,0,374.52,143.91,0,0,0,150.44,131.54,100.14,154.67,468.55,245.08,121.12,255.05,0,174,215.84,235.63,185.97,0,164.11,CD300F
158.17,209.17,157.45,275.99,170.91,148.97,229.47,229.47,114.19,199.6,183.74,144.69,421.25,109.35,1207.97,161.81,0,175.12,126.15,98.83,937.06,431.47,292.09,1277.79,503.16,110.49,873.86,1105.35,2392.31,1152.34,0,384.13,CD300e
151.98,169.7,151.98,1223.68,159.16,188.82,153.85,155.67,175.07,144.45,169.62,0,0,175.07,0,161.41,0,157.46,206.75,195.56,247.78,529.58,268.67,354.55,326,219.48,224.48,241.57,272.51,183.4,568.79,250.88,CD301
158.35,219.48,1709.88,113.09,158.35,299.13,176.35,176.35,0,452.71,139.35,0,128.2,0,0,299.13,0,0,0,142.33,258.96,1258.29,834.04,250.11,324.28,349.63,176.49,464.6,350.24,869.96,521.02,446.92,CD303
137.04,156.23,0,118.22,136.17,139.97,157.63,157.63,0,0,156.93,106.63,165.94,0,0,0,0,0,139.97,136.85,396.31,804.61,502.62,266.13,195.56,176.36,434.24,405.88,255.31,441.2,609.55,508.11,CD304
518.45,333.84,624.37,319.88,313.18,388.67,260.22,263.02,244.75,278.15,224.3,273.77,358.63,218.34,330.95,341.17,275.06,341.45,489.92,123.65,650.56,774.79,330.52,362.37,549.19,893.49,1052.86,1151.92,538.06,822.72,1115.49,751.9,CD305
179.7,127.67,197.7,163.93,154.1,128.27,128.66,125.41,136.65,126.09,124.72,156.31,0,136.65,0,129.2,127.67,126.37,139.65,102.23,224.63,482.21,251.09,119.55,189.94,142.25,146.97,185.41,197.36,165.83,167.03,163.33,CD307d
237.55,144.83,192.08,1174.74,291.33,161.1,132.87,132.87,0,143.54,114.33,0,0,0,0,161.1,225.8,0,112.91,147.13,205.29,406.67,261.63,0,0,121.74,122.79,190.14,196.39,166.82,140.5,176.28,CD307e
438.97,146.82,0,486.87,349.9,123.3,151.13,151.13,146.04,144.49,288.42,0,151.13,143.09,533.35,0,0,123.3,0,110.7,151.71,456.14,271.2,122.22,127.2,0,145.46,174.25,154.8,153.9,135.46,150.89,CD309
238.73,174.44,0,159.99,247.73,117.9,179.12,226.27,174.44,111.69,347.04,226.36,0,175.55,173.34,109.75,0,139.34,0,20413.78,122.79,994.04,279.13,106.37,0,109.11,111.65,161.5,0,144.42,305.07,148.93,CD30
189.24,389.16,121.3,242.08,162.54,391.21,229.45,230.81,149.77,151.87,162.24,223.92,238.31,133.12,156.23,376.17,416.77,393.24,386.51,108.77,386.07,687.21,400.08,385.75,0,520.34,292.72,177.73,198.4,219.18,0,267.05,CD314
310.95,181.63,297.53,326.27,337.26,185.97,175.93,175.34,187.24,134.2,181.68,175.88,189.29,192.33,167.56,185.61,207.49,180.57,190.88,100.51,195.03,591.78,278.63,183.14,286.37,359.7,255.47,941.8,542.01,418.19,338.93,715.03,CD317
419.56,126.01,419.56,0,147.04,126.15,125.87,129.48,111.78,122.79,137.1,135.83,0,111.78,0,131.92,118.6,108.7,0,120.47,125.38,444.5,260.23,122.09,148.85,235.7,143.37,181.85,179.42,164.94,184.08,211.52,CD318
157.04,250.94,138.45,145.95,188.86,253.86,237.49,239.11,118.91,138.37,202.09,231.51,253.74,118.91,137.52,205.59,239.96,244.76,272.77,103.55,389.79,593.38,261.43,339.14,168.18,386.05,459.09,219.88,288.96,251.78,998.26,366.02,CD319
556.93,615.26,646.98,609.05,352.57,827.51,390.53,422.49,263.01,775.86,228.73,205.8,241,206.79,326.01,1896.54,926.82,470.49,380.99,1987.25,768.51,4609.32,4420.38,2110.74,1072.2,749.42,317.92,8511.89,11352.52,18192.59,2922.48,4510.11,CD31
420.99,507.51,264.35,543.97,592.26,442.19,584.09,615.46,317.47,607.05,733.79,466.21,397.14,320.39,312.69,407.06,623.81,423.52,462.15,2974.47,605.77,4229.81,1741.44,689.62,3475.5,391.8,718.43,3961.84,2996.27,754.82,2557.18,2490.33,CD321
