B cells,T cells,naive B cells,non-switched memory B cells,class-switched memory B cells,CD8 T cells,CD4 T cells,Th cells,Treg cells,naive Th cells,CM Th cells,EM Th cells,TEMRA Th cells,activated Treg cells,naive Treg cells,naive CD8 T cells,CM CD8 T cells,EM CD8 T cells,TEMRA CD8 T cells,platelets,CD56+ NKT,eosinophils,neutrophils,CD16+ NKT,basophils,CD56++ NK,CD16+CD56+ NK,CD14+ monocytes,CD14+CD16+ monocytes,CD16+ monocytes,pDC,mDC,target
286.18,143.06,230.27,403.56,318.53,148.45,137.46,137.46,143.28,128.32,135.61,144.08,150.09,144.47,116.66,128.25,147.04,156.05,156.35,684.96,163,620.99,275.84,137.07,189.79,169.98,190.1,381.38,378.51,247.94,289.02,228.54,CD323
153.37,159,105.2,176.56,141.4,128.25,175.81,189.13,125.15,1180.47,175.81,0,530.29,125.15,0,1177.24,128.25,117.2,168.84,100.61,272.69,424.92,269.62,155.89,0,1029.72,196.86,172.89,158.84,157.44,0,144.69,CD324
127.64,114.3,122.66,146.73,131.68,120.05,114.08,114.11,111.54,102.97,114.21,119.31,123.71,117.67,104.31,106.86,134.82,143.17,123.34,104.59,183.6,685.42,308.42,122.24,153.57,120.02,117.35,228.37,221.26,202.47,113.14,180.9,CD325
207.02,155.83,161.65,205.46,202.9,175.89,148.62,143.33,293.42,125.88,126.77,237.54,347.47,194.22,2753.37,155.23,175.02,188.23,322.78,9144.47,126.42,629.46,418.74,113.94,0,125.33,106.79,170.11,201.09,151.46,0,193.08,CD326
261.78,168.42,250.2,450.4,275.36,162.08,176.28,168.42,179.96,137.45,164.13,175.81,180.74,179.96,0,123.81,125.93,203.84,154.84,112.8,251.3,555.5,303.39,170.05,139.12,155.74,194.12,291.49,322.82,201.62,0,166.16,CD328
151.87,165.5,152.09,165.34,150.48,176.89,155.48,155.34,155.26,146.99,150.37,157.94,174.06,158.22,133.05,157.34,144.6,173.17,188.54,113.04,194.39,460.81,3560.95,148.28,616.68,247.05,295.2,8764.9,8234.83,2592.74,466.78,4422.06,CD329
402.11,201.43,379.14,530.9,370.79,145.24,201.43,201.43,206.5,261.25,193.43,0,114.66,146.95,352.34,153.45,1278.52,125.38,145.24,96.55,114.72,422.42,345.85,133.68,403.57,116.46,196.46,209.57,259.26,172.21,0,329.21,CD32
192.63,172.01,165.22,222.17,202.58,138.8,621.09,682.92,191.7,157.3,141.46,131.24,2129.42,138.43,2607.14,126.79,187.93,139.63,144.08,101.75,123.42,2072.42,273.13,108.46,166.64,132.49,151.13,341.27,780.87,2537.62,256.6,254.99,CD330
235.71,288.82,119.02,148.58,687.51,407.61,128.64,128.64,0,0,117.51,0,207.04,0,0,0,0,195.37,473.81,480.19,328.25,969.15,350.92,161.45,270.83,1189.48,293.51,166.02,186.45,176.66,0,1827.17,CD335
192.62,166.78,116.33,241.6,255.6,463.35,160.8,147.16,184.25,139.49,117.36,0,240.78,184.25,0,463.35,0,0,0,10330.12,0,1404.1,220.27,163.66,0,148.58,0,156.04,224.86,146.02,175.83,139.99,CD336
305.14,158.57,749.59,669.53,212.36,160.9,171.07,189.72,141.2,187.91,181.3,135.35,817.74,206.04,126.07,153.15,188.44,154.04,199.25,95.73,151.47,440.53,247.89,130.31,0,911.52,426.3,180.24,217.96,275.07,0,222.85,CD337
163.21,128.86,119.65,260.81,157.84,128.82,127.96,127.82,132.18,118.31,130.85,122.93,280.62,140.32,115.97,108.43,131.35,139.02,131.44,100.91,213.33,452.18,255.28,163.37,286.49,120.3,161.58,169.8,158.47,227.39,221.18,181.65,CD338
190.82,167.53,182.46,235.88,178.53,172.54,162.6,160.37,174.86,154.75,159.69,160.37,266.27,177.27,161.39,152.24,174.7,172.82,189.65,114.72,177.55,1013.51,1266.73,134.5,1176.94,1038.86,128.11,10434.61,9744.22,2418.42,900.86,10432.66,CD33
212.94,680.24,1350.86,166.63,0,223.41,1198.86,1198.86,0,798.08,1599.63,0,0,0,0,180.86,0,680.24,0,124.24,108.85,816.48,341.83,370.58,0,146.51,147.55,162.71,180.18,152.29,0,154.28,CD340
169.26,173.7,144.27,161.11,198.87,206.22,169.22,171.73,139.59,0,173.41,169.22,243.36,145.36,133.83,0,159.96,213.81,253.39,132.81,144.28,882.41,243.77,127.71,0,0,279.1,156.62,153.4,148.49,113.01,180.3,CD344
152.8,139.46,131.27,174.32,0,162.3,140.04,114.52,140.63,108.9,379.93,110.55,0,140.63,0,0,0,0,162.3,107.39,0,916.95,509.1,94.57,0,0,0,143.25,149.48,147.21,162.23,157.23,CD34
1834.58,1019.7,2058.1,1975.93,1466.64,1275.66,889.84,877.26,977.37,464.62,929.48,1200.85,1879.71,1091.76,565.53,562.6,1021.03,1544.73,1611.93,110.89,1971.67,1315.94,736.03,903.56,249.76,1648,1963.87,173.88,202.86,676.57,205.75,1478.67,CD352
172.13,146.61,175.91,196.77,152.98,146.61,146.84,152,127.95,137.76,148.67,132.08,297.98,132.2,122.7,123.85,148.46,162.04,155.28,100.91,1716.71,475.17,1892.87,118.05,266.32,121.11,405.3,1463.08,1144.86,296.56,138.84,297.23,CD354
509.65,196.28,418.76,467.12,669.41,183.14,205.5,207.85,173.54,175.41,212.72,222.26,187.13,178.63,155.69,177.48,200.6,181.29,182.83,111.71,326.54,489.24,720.18,191.67,315.48,118.71,320.74,469.55,327.53,205.2,1079.08,346.36,CD35
174.53,126.91,175.89,154.19,170.78,131.65,122.83,122.92,121.77,122.86,122.09,122.73,129.74,122.18,118.93,121.87,129.08,132.67,137.3,114.78,150.85,598.85,331.91,139.57,281.46,167.23,143.39,167.65,181.2,367.61,142.45,175.23,CD360
175.59,202.09,201.23,205.12,142.7,206.56,189.5,192.49,169.73,170,163.01,185.64,213.43,179.67,150.25,170.93,155.19,203.26,214.61,1522.33,256.85,1064.71,384.84,203.54,310.93,178.9,211.33,2228.53,1543.7,412.9,752.4,621.23,CD36
4695.96,150.91,4432.7,4589.64,5293.08,153.44,144.72,145.71,121.06,144.46,139.45,151,149.53,121.06,121.89,153.4,138,149.13,158.21,106.74,140.8,448.62,281.31,127.01,118.09,160.04,148.93,216.93,293.31,201.64,562.88,352.42,CD37
314.59,247.1,350.26,244.94,293.76,213.48,269.02,266.13,282.66,310.71,222.86,220.71,213.16,321.91,243.72,229.75,213.07,195.73,199.97,147.44,234.6,565.1,452.58,279.99,857.75,487.43,507.08,584.14,440.69,250.3,486.62,499.56,CD38
332.21,232.77,356.26,294.61,326.44,205.96,240.12,202.67,261.83,272.93,192.02,182.89,227.56,269.01,208.37,184.48,177.27,231.6,193.44,227.9,244.54,694.21,297.68,158.13,128.95,117.18,145.22,429.05,602.15,213.07,202.87,336.76,CD39
180.28,572.68,176.17,193.71,185.91,393.8,649.93,670.3,553.97,306.97,659.21,2760.06,650.47,553.97,8031.86,636,1547.46,529.93,204.86,105.96,114.63,547.01,1822.63,115.46,0,114.58,0,173.31,181.68,193.03,251.26,218.66,CD40
379.8,310.13,347.46,386.78,301.48,299.26,325.76,325.05,329.37,325.05,347.55,310.55,274.69,324.57,566.46,283.34,426.2,301.71,299.67,17105.2,367.34,1872.82,592.97,324.06,539.1,1203.65,344.6,1271.64,1194.72,555.35,1192.17,546.12,CD41 - CD61
281.36,229,281.36,198.81,263.57,218.84,239.11,236.92,302.01,260.22,247.57,238.55,215.82,302.01,270.82,251.57,268.3,218.15,216.28,1845.43,228.57,844.32,380.31,241.58,287.66,420.42,231.84,468.11,431.32,278.47,450.73,250.88,CD41a
372.45,377.26,337.56,343.46,396.09,372.3,380.32,380.15,392.3,371.7,394.27,363.74,333.34,449.9,281.12,352.34,376.37,354.01,406.6,6876.44,348.58,710.56,425.04,687.85,319.85,2127.25,553.57,392.26,403.38,364.82,286.01,290.65,CD42a
310.29,262.49,385.85,329.98,267.61,254.72,291.63,278.49,322.4,277.54,300.65,303.81,228.58,239.33,339.71,228.03,249.56,269.55,251.5,2563.45,421.1,495.34,356.47,381.15,344.33,729.51,373.7,198.82,179.38,187.64,6013.94,188.33,CD42b
317.46,3848.64,263.73,419.44,344.95,4259.58,3545.37,3718.08,2355.53,3067.2,3900.16,3891.07,5274.19,2327.32,2486.4,2794.83,3898.77,4493.92,5160.84,163.95,10249.9,6401.31,6576.67,5339.18,4242.79,6801.26,9193.3,3545.76,4024.39,7704.02,5268.31,2850.49,CD43
3859.58,2903.53,3081.66,4626.95,4895.26,2634.58,3223.72,3223.8,3279.59,2769.6,3768.34,3027.88,2837.17,3518.99,2527.17,2164.61,3502.36,2822.65,2736.68,122.61,5540.69,1334.12,2944.11,4561.18,5098.85,3867.28,1667.9,9308.56,9182.97,6223.95,7412.4,8587.68,CD44
347.4,243.96,365.69,308.01,201.92,249.38,188.95,189.49,151.99,187.69,140.68,1514.63,191.93,182.6,132.94,158.4,153.84,150.64,263.24,156.03,247.7,442.65,312.3,296.33,348.01,286.05,316.28,186.47,219.76,203.59,135.86,155.5,CD45R - B220
3593.54,2285.63,3108.36,4315.46,4070.87,3361.38,1478.05,1476.48,1462.54,3497.02,988.99,1048.63,3755.59,1041.18,3763.23,3898.07,2269.75,2695.04,4012.39,114.09,5070.01,551.91,483.88,2721.24,338.8,4106.49,4616.2,1146.92,3638.71,3305.96,2463.43,1063.44,CD45RB
145.71,146.56,146.3,143.37,144.95,143.93,147.92,148.56,143.01,135.2,152.88,153.18,143.59,145.53,129.35,139.16,155.64,144.86,138.33,450.4,135.5,742.33,672.04,128.29,369.8,154.51,129.4,593.55,680.92,222.52,167.02,181.73,CD46
211.48,211.46,194.63,198.74,230.87,220.74,207.21,206.48,216.07,214.82,200.84,219.03,242.6,228.82,196.53,226.2,195.51,219.6,243.97,113.34,235.35,677.64,378.72,205.27,152.18,228.54,260.23,213.95,182.79,186.72,180.66,193.77,CD48
2909.32,163.37,0,2909.32,20802.21,178.55,144.67,146.29,118.11,109.58,142.27,137.17,960.3,118.11,0,350.85,193.09,149.01,138.5,139.36,141.74,430.86,281.15,142.84,878.22,158.03,210.4,186.51,268.17,153.21,109.49,148.91,CD49a
164.77,159.71,184.6,180.2,143.98,159.03,160.88,156.91,178.97,162.94,157.03,151.32,163.38,178.97,170.63,185.11,158.43,156.09,160.27,1603.48,183.45,598.7,294.05,165.52,187.45,230.11,237.99,329.23,394.82,202.87,250.37,307.73,CD49b
240.98,164.96,119.06,174.45,253.3,157.79,168.32,168.47,168.14,129.54,171.11,179.19,151.01,172.37,127.78,144.77,170.81,158.64,153.47,110.85,157,873.15,345.92,145.38,110.53,138.25,130.93,164.46,159.99,151.99,1269.88,218.05,CD49c
1775.85,1826.59,1171.46,2058.98,3111.83,2848.9,1181.39,1201.3,1003.98,489.18,1482.92,2378.08,3897.83,1244.96,659.71,722.05,2170.03,3442.9,3760.3,104.06,4780.16,3099.85,291.77,1045.53,585.36,3034.58,2747.79,1429.4,5512.59,5898.5,3521.18,4882.76,CD49d
163.69,888.1,157.6,157.47,164.71,909.73,888.06,917.01,740.81,333.3,1066.45,1114.77,1289.99,803.06,528.58,225.82,878.15,975.06,1210.64,397.25,1566.33,443.91,717.99,585.18,260.17,1718.14,1488.75,7118.53,3555.22,868.86,340.9,6283.78,CD49e
181.25,670.26,156.04,166.15,205.23,347.89,1058.85,1041.85,1143.99,368.37,1453.45,1317.32,553.27,1164.52,927.28,231.48,928.14,456.64,367.97,1104.65,459.88,1127.25,432.72,537.24,171.97,690.51,576.11,313.94,262.04,194.34,169.96,183.01,CD49f
8377.45,4558.25,7959.84,9252.45,8770.79,5361.42,3963.29,3930.56,4187.52,2522.43,4042.49,5026.3,7347.74,4718.5,2499.79,2747.85,4167.63,6196.66,6861.53,167.05,8760.85,11817.97,15266.11,4067.53,3575.69,6615.62,5942.72,10472.74,6800.25,7787.52,2658.38,9080.22,CD50
201.73,163.26,201.73,687.03,130.75,145.48,200.8,209.43,197.91,285.28,0,124.84,134.08,0,197.91,145.48,0,106.16,163.26,194.97,133.97,437.92,251.28,139.06,0,137.69,150.91,173.76,232.59,157.85,0,132.03,CD51-61
182.31,134.01,117.66,197.31,182.31,134.69,126.48,122.12,134.16,552.9,116.02,115.64,151.56,133.54,0,0,462.16,136.89,134.28,170.88,122.6,410.19,330.23,121.69,0,123.91,143.9,184.13,192.87,153.99,335.92,159.99,CD51
1509.94,995.23,1232.61,1728.71,1655.54,737.91,1207.78,1195.67,1242,1088.37,1392.97,1047.27,634.98,1250.94,1117.24,1029.8,1161.61,643.71,531.07,131.98,715.25,618.69,304.14,1177.5,184.74,596.95,274.85,294.73,474.26,345.93,252.58,323.31,CD52
2172.68,314.24,1375.88,2263.22,3301.44,314.88,310.99,311.19,299,266.56,316.46,346.36,371.72,293.95,307.89,270.13,297.8,333.35,340.15,117.95,295.88,588.37,523,315.82,608.19,298.11,450.44,692.96,1105.88,1055.46,699.51,482.67,CD53
594.48,303.35,412.67,720.01,787.15,367.08,221.67,230.13,183.7,121.32,180.67,313.54,345.88,192.14,123.05,151.37,284.18,400.09,372.02,101.09,561.99,484.13,675.21,190.33,494.75,1537.79,391.98,2740.94,4973.37,2092.61,3103.7,2753.72,CD54
3807.04,1466.42,4350.1,3836.27,3143.23,854.85,1693.95,1811.35,1037.91,2794.98,1607.47,1152.34,284.31,905.11,1604.03,5090.02,1795.96,567.68,286.79,775.74,337.28,7721.62,7222.48,2659.43,8618.18,1124.77,403.17,8604,7402.55,5214.73,2309.15,2624.49,CD55
247.22,3192.15,209.17,182.53,301.05,3408.61,2337.14,2122.46,8435.69,236.62,249.75,2319.42,3760.53,4629.11,11032.02,219.24,276.41,3013.73,3725.57,128.23,7990.23,4009.18,1058.44,3706.92,123.35,144.37,1588.75,149.71,187.34,1279.55,0,160.46,CD57
159.3,285.4,151.94,148.98,162.47,278.94,290.11,295.34,251.47,184.97,326.37,364.59,269.28,267.39,167.21,188.79,339.94,354.7,271.91,141.26,279.68,553.26,384.38,254.97,173.43,179.48,199.08,579.59,463.52,236.32,627.67,379.86,CD58
253.02,243.9,226.01,282.69,279.83,211.52,267.12,272.7,241.11,295.16,273.25,261.64,193.83,235.14,312.27,236.67,245.19,214.27,173.41,126.63,190.24,480.5,420.48,275.25,202.47,237.7,190.79,239.23,194.05,156.28,293.87,228.4,CD59
293.91,3532.51,362.77,318.78,202.23,2277.03,4969.92,5090.44,3943.81,4584.62,5690.24,4153.04,4046.19,4344.73,2918.64,3316.06,2998.22,1988.32,1730.42,117.44,1916.34,2997.04,3169.93,4835.82,131.28,0,205.71,191.44,183.32,154.02,197.47,794.35,CD5
156.18,173.09,154.08,288.24,265.67,171.04,181.24,189.54,141.13,123.37,194.87,142.45,229.05,136.27,237.45,465.58,325.62,173.77,135.81,107.28,144.8,577.88,281.4,138.3,139.03,294.8,263.73,236.32,220,174.91,109.41,155.78,CD62E
312.85,558.63,260.73,263.45,446.02,488.96,594.25,618.1,458.02,641.73,638.89,381.96,385.29,438.15,507.98,543.03,626.29,335.03,318.22,109.86,407.74,1041.65,2466.3,714.67,3056.98,1081.55,351.57,644.35,363.77,173.11,838.82,1012.66,CD62L
163.47,183.27,165.08,150.66,163.26,184.4,179.1,179.46,179.98,164.25,183.48,186.64,184.93,180.41,170.17,173.4,172.83,181.35,189.08,2192.04,246.69,988.3,341.24,202.25,287.22,3221.19,335.88,481.8,426.11,301.48,832.66,260.33,CD62P
216.72,186.28,196.29,216.71,232.42,204.04,159.97,162.21,141.82,140.02,145.73,165.25,200.32,141.82,136.11,135.21,156.3,201.31,219.03,475.75,286.52,1734.25,492.75,177.46,1243.48,306.63,331.31,1098.31,1061.38,436.56,753.67,615.59,CD63
124.14,149.28,124.14,184.48,0,145.19,148.39,150.05,125.65,152.88,135.31,163.32,250.09,139.07,122.68,134.04,146.37,153.66,169.5,101.47,385.87,441.53,338.33,438.66,0,0,126.82,630.65,373.14,227.15,0,375.5,CD64
151.06,139.3,144.43,161.2,153.45,144.61,135.49,136.31,131.31,132.89,134.54,144.03,164.46,129.26,134.26,134.55,140.1,150.17,145.57,106.4,132.02,1019.92,1073.6,122.15,141.98,124.42,978.89,229.4,176.31,197.52,422.66,156.59,CD66
144.05,142.87,137.71,136.29,146.92,144.84,141.49,141.21,145.11,136.08,143.01,154.19,208.82,143.49,142.84,143.53,142.45,160.37,151.97,103.27,128.92,852.62,2173.85,133.58,339.49,174.95,184.75,198.95,191.76,192.72,0,143.3,CD66a-c-e
164.59,154.95,168.07,164.88,165.57,158.63,151.56,151.98,149.55,144.81,155.31,157.27,165.8,147.42,159.84,153.45,164.88,160.08,161.81,114.37,143.84,6896.57,3409.98,142.73,238.75,207.99,172.09,223.75,213.5,154.74,149.99,141.58,CD66b
174.56,228.17,173.86,169.76,175.98,239.89,221.11,222.41,207.94,217.4,227.34,197.29,207.51,202.41,217.93,252.39,230.57,195.23,179.84,112.72,119.7,1858.73,5549.01,171.29,254.31,113.42,177.75,317.69,292.4,236.04,180.99,180.68,CD66c
260.07,691.81,135.8,346.08,165.94,837.31,749.92,800.4,124.79,796.54,1408.05,935.69,133.44,306.37,100.06,982.8,0,868.55,131.41,110.29,118.21,792.43,488.7,107.93,0,105.77,117.73,174.38,161.53,127.18,0,115.45,CD68
139.5,165.79,142.95,135.8,144.59,168.61,162.77,160.89,324.52,138.98,160.38,160.55,239.72,342.1,105.41,155.74,144.77,181.35,149.6,202.18,230.02,462.28,264.63,180.39,166.54,456.35,163.35,164.51,161.19,151.12,132.99,151.56,CD69
290.02,4732.84,284.38,357.17,270.47,3341.14,6461.89,6776.76,3440.7,6071.61,7355.45,6603.75,6187.02,3418.01,3498.85,3588.18,4126.1,3509.22,2801.46,165.59,2971.53,625.38,387.77,4582.24,229.39,208.41,552.23,252.91,263.87,250.11,371.91,294.44,CD6
196.98,173.07,217.8,184.73,195.77,170.23,176.4,173.89,178.44,0,178.77,171.38,189.65,178.44,0,322.64,173.07,162.55,179.06,906.27,141.03,879.04,270.73,173.53,0,270.71,138.34,166.78,0,147.29,0,148.59,CD70
221.29,168.18,221.27,227.08,220.5,172.14,168.04,156.83,195.66,144.23,157.95,163.86,416.38,195.11,237.44,118.72,305.06,168.59,202.47,106.15,187.09,513.83,462.4,145.2,136.25,125.78,123.18,263.57,197.16,285.25,531.78,307.86,CD71
390.46,212.27,330.11,307.66,502.11,222.66,190.11,191.2,167.63,163.26,205.14,207.52,144.92,167.63,164.68,235.84,202.94,223.77,168.45,6197.73,193.76,1180.07,404.19,216.54,0,134.44,0,167.59,180.36,153.01,371.61,1274.61,CD73
336.76,167.77,301.36,325.52,392.79,175.33,153.54,150.28,191.73,146.62,142.25,153.53,245.38,184.37,250.77,134.69,171.4,177.49,159.26,106.45,158.17,589.79,282.65,134.21,171.23,126.22,132.56,344.39,462.2,198.67,453.18,352.27,CD74
154.87,802.68,104.27,252.3,156.49,2117.05,556.22,556.22,606.99,113.4,816.78,1910.85,1039.96,205.65,1008.33,0,0,528.2,2619.55,197.38,195.98,507.15,275.03,206.42,180.81,1015.15,214.81,183.05,167.15,160,0,0,CD79a
1904,160.43,1877.77,2001.33,1905.59,145.38,178.89,177.97,185.2,184.72,157.67,174.61,195,202.06,152.2,131.84,156.32,178.78,182.53,126.37,179.11,458.27,274.5,155.44,158.95,119.27,319.04,187.29,212.7,171.63,5724.55,1343.87,CD79b
175.52,747.53,175.82,159.7,177.07,700.87,781.81,805.26,595.44,1229.38,736.35,395.85,333.26,524.95,847.69,1096.98,832.26,565.98,455.11,101.93,612.58,1190.81,1154.18,1302.94,194.03,3128.65,1664.54,172.92,199.29,693.26,186.62,1250.72,CD7
263.81,174.45,173.33,213.37,286.73,143.34,175.02,160.08,180.22,162.93,160.08,160.36,125.43,184.2,143.31,0,265.02,126.9,127.67,835.54,154.23,689.63,266.02,146.51,0,107.04,171.5,174.75,194.05,163.88,739.07,516.54,CD80
1877.47,1460.19,1721.17,1173.76,2477,1332.59,1551.65,1588.07,1262.24,1628.2,1598.67,1484.4,1741.45,1166.96,1666.06,737.45,1527.53,1634.99,1444.37,159.71,1191.9,2669.84,528.28,1281.09,169.79,994.8,975.08,437.62,566.61,969.05,612.65,899.91,CD81
7243.66,1974.85,3325.26,9206.31,13495.07,630.33,3650.15,3858.35,2399.36,1823.89,5560.15,3619.66,823.81,3036.46,684.18,648.6,2646.93,684.26,339.71,525.32,509.3,3594.75,4335.73,2086.23,5769.14,366.56,166.75,3363.52,1520.73,628.54,1482.29,374.09,CD82
214.17,120.94,254.85,188.92,0,119.51,121.9,121.93,117.38,117.32,124.36,115.67,116.32,123.04,105.4,117.22,123.23,117.21,125.06,93.47,206.78,447.14,243.25,131.45,112.76,122.39,197.67,174.28,175.96,158.55,142.16,151.01,CD83
223.48,369.22,197.84,255.57,246.29,371.76,363.91,368.13,335.22,167.89,394.39,395.05,404.97,342.87,162.35,221.42,460.58,460.45,384.89,1105.59,420.31,911.46,282.37,295.48,1061.61,335.86,229.24,1155.82,1248.28,311.15,371.78,1079.71,CD84
166.3,204.51,134.54,172.54,172.68,163.2,243.29,260.71,151.98,135.85,275.5,369.14,232.08,166.79,131.82,134.37,179.53,205.17,184.83,111.81,178.74,760.87,7243.45,144.87,226.87,152.07,157.73,8431.26,6962.25,3597.37,243.51,3073.82,CD85a
169.29,231.93,167.27,144.57,192.83,252.97,221.64,218.33,260.74,209.41,223.67,207.09,1895.82,230.62,289.6,282.36,215.96,214.49,154.23,97.26,235.22,521.29,879.89,439.7,133.49,125.29,125.25,2042.22,4258.98,4784.87,246.75,293.14,CD85d
349.7,175.47,201.12,789.29,322.92,179.01,159.05,184.87,173.47,521.81,176.57,231.03,0,169.74,238.4,139.24,180.42,158.1,190.54,104.29,183.9,542.73,280.71,169.08,209.16,175.99,153.82,213.85,223.62,194.38,494.14,155.75,CD85g
167.12,165.95,132.6,210.26,183.22,148.75,165.95,165.95,139.19,123.91,134.37,0,280.47,130.51,201.81,248.33,131.56,178.35,143.05,99.76,155.1,520.14,365.12,130.3,169.18,150.51,150.93,408.78,500.51,233.98,169.91,359.81,CD85h
260.43,179.44,229.98,296.19,273.17,183.16,163.57,164.69,126.35,136.55,141.34,148.03,180.45,109.5,330.68,159.33,182.1,186.14,183.16,101.33,220.97,553.02,260.62,184.82,729.91,146.76,178.68,571.71,1021.97,727.92,502.81,370.16,CD85j
228.6,181.62,157.32,152.06,263.13,151.53,194.07,201.48,164.2,151.62,172.01,118.11,244.13,146.79,252.56,0,131.37,250.79,154.08,101.58,785.3,482.74,259.33,116.92,0,1976.8,302.75,1165.24,1832.64,462.88,4191.61,1761,CD85k
181.28,194.99,139.23,168.83,190.12,167.28,223.98,214.37,279.09,128.27,157.58,223.49,586.78,291,134.77,129.55,178.83,171.9,150.72,101.61,236.44,501.8,258.83,188.56,193.45,181.09,206.86,1323.28,2255.88,1607.76,335.93,910.41,CD86
116.95,143.57,0,116.95,0,129.94,150.02,156.46,101.46,0,138.57,0,165.34,101.46,0,0,0,123.34,136.54,8850.52,168.46,453.83,387.52,144.48,212.2,157.27,232.26,297.72,313.59,209.7,0,201.19,CD87
150.84,141.76,141.61,346.81,155.86,152.02,133.32,128.23,156.44,126.77,133.32,127.42,0,155.96,171.09,253.42,167.35,159.12,137.1,108.87,122.48,545.82,290.07,147.04,130.1,222.04,142.37,254,292.88,199.93,137.22,148.51,CD88
156.62,157.67,148.28,169.44,157.35,165,151.82,152.08,150.82,144.28,151.58,159.97,149.9,145.99,155.97,149.95,171.06,170.23,170.26,104.99,499.29,546.7,1890.83,138.44,1499.31,137.88,239.95,1639.03,1013.74,253.73,128.83,219.69,CD89
137.55,375.68,123.89,135.38,148.12,376.48,159.53,159.18,165.75,141.47,162.96,173.14,191.89,141.75,2600.73,478.59,398.01,370.33,299.81,113.02,1045.49,741.55,321.3,1063.98,157.21,118.73,171.23,183.6,190.22,167.92,318.06,183.24,CD8b
174.51,208.51,163.49,174.15,678.33,191.56,225.35,234.11,118.11,193.51,218.84,279.32,158.15,120.96,115.26,162.97,518.99,266.15,173.84,90.9,191.37,445.31,266.3,221.47,209.59,533.94,148.1,179.11,228.02,162.18,0,194.34,CD90
231.91,168.34,1149.58,292.46,123.81,224.99,163.8,168.45,144.97,153.31,139.41,144.3,239.97,151.58,773.11,0,0,178.42,271.55,125.48,465.3,500.32,330.37,115.52,0,0,0,647.77,551.74,319.72,0,420.28,CD91
171.33,150.04,143.45,208.23,237.72,153.23,152.98,156.08,130.62,156.45,132.51,245.69,171.14,130.62,141.54,212.17,132.7,146.42,169.43,100.61,755.5,469.81,453.36,124.69,166.05,113.45,241.64,1822.53,1063.84,350.5,328.81,805.42,CD93
170.53,382.93,141.05,230.8,169.29,377.7,174.6,176.89,139,183.71,173.56,165.5,218.98,135.59,145.31,174.11,486.01,265.79,498,128.35,1568.57,542.46,479.35,521.32,167.87,2751.34,1765.29,188.95,187.97,1980.72,198.39,3216.53,CD94
269.37,451.47,134.45,204.34,323.77,370.41,586.82,543.15,1187.83,181.6,685.87,470.64,353.21,1325.87,348.11,193.11,642,389.07,339.71,98.13,604.61,941.17,997.21,908.29,755.21,298.03,218.71,1328.64,822.95,516.66,128.77,809.74,CD95
150.11,210.92,150.11,150.91,150.12,202.17,216.39,218.15,204.86,190.99,233.12,220.83,163.23,211.22,161.87,214.04,271.36,202.16,170.59,106.39,199.49,454.73,299.93,227.22,0,327.91,183.05,171.97,153.25,160.03,323.48,142.57,CD96
172.25,184.27,177.89,143.77,157.23,187.72,181.02,182.67,167.89,159.22,187.2,188.63,192.33,163.25,178.99,185.11,181.65,187.82,190.04,137.2,213.98,1111.24,492.8,214.89,794.7,235.56,234.44,1099.09,1115,903.95,170.13,458.24,CD97
