B cells,T cells,naive B cells,non-switched memory B cells,class-switched memory B cells,CD8 T cells,CD4 T cells,Th cells,Treg cells,naive Th cells,CM Th cells,EM Th cells,TEMRA Th cells,activated Treg cells,naive Treg cells,naive CD8 T cells,CM CD8 T cells,EM CD8 T cells,TEMRA CD8 T cells,platelets,CD56+ NKT,eosinophils,neutrophils,CD16+ NKT,basophils,CD56++ NK,CD16+CD56+ NK,CD14+ monocytes,CD14+CD16+ monocytes,CD16+ monocytes,pDC,mDC,target
470.97,518.78,375.16,532.82,609.5,433.16,582.89,579.59,622.9,519.85,697.48,442.19,311.33,716.23,458.7,557.01,710.45,395.49,332.11,118.64,469.47,524.95,378.36,876.93,356.77,529.13,331.05,3966.06,4448.9,2467.4,11842,1728.31,CD98
155.35,172.8,125.48,142.52,156.71,153.2,180.6,181.06,177.69,128.1,193.44,174.18,142.78,183.14,146.4,130.25,181.58,156.54,144.65,116.35,154.42,441.18,303.78,250.97,130.04,134.37,129.66,176.16,179.07,157.06,164.16,156.28,CD99R
177.97,247.28,148.27,179.5,208.89,236.69,255.55,257.35,243.25,235.19,267.81,256.16,272.4,259.32,191.56,187.08,275.91,241.47,267.66,121.42,206.44,458.93,337.82,220.53,255.94,191.73,204.35,265.87,255.29,192.99,201.27,247.45,CD99
274.07,505.51,277.62,294.41,262.94,641.29,336.92,352.81,285.16,226.64,231.5,529.37,1102.7,300.82,197.93,262.53,306.52,810.96,900.44,1366.75,676.47,8397.77,1825.37,302.82,3207.28,183.97,191.02,4094.57,3298.4,932.96,3693.23,1691.9,CD9
257.01,364.08,224.44,244.4,323.27,309.91,450.12,381.29,874.01,242.25,410.58,545.24,251.84,1043.26,267.59,224.97,538.13,348.03,308.82,157.49,756.45,712.59,2452.89,349.93,413.1,244.69,904.88,806.68,711.79,651.34,2566.14,4795.31,CLA
139.93,148.85,131.03,145.3,140.6,151.57,147.09,147.3,145.7,140,143.07,150.43,165.29,149.79,130.69,140.32,153.68,150.39,159.86,135.04,226.08,4322.45,2598.12,209.21,430.57,165.88,178.41,4025.38,3827.75,1888.83,466.06,798.62,CLEC12A
142.94,152.7,142.94,142.47,128.7,147.04,161.67,190.82,107.42,0,127.35,120.68,332.68,107.42,0,144.89,0,149.2,157.5,110.88,538.09,543.84,307.49,264.42,327.94,142.6,1111.76,286.89,305.01,230.41,1336.05,208,CLEC4A
250.24,184.43,0,250.24,0,202.8,129.34,129.34,0,0,129.34,0,0,0,0,0,0,202.8,0,99.34,281.36,509.98,546.2,121.23,332.01,135.83,228.92,574.71,315.05,156.57,180.75,164.4,CLEC4D
165.14,152.47,147.57,974.31,140.27,149.49,149.67,159.9,122.83,157.59,152,130.55,162.81,122.83,503.91,276.06,122.22,140.69,145.18,100.12,130.86,446.66,249.99,135.64,128.3,107.99,248.16,182.21,241.22,161.62,0,515.02,CLEC9A
141.56,182.21,135.67,136.99,151.67,197.85,135.59,135.91,131.97,128.48,140.82,138.05,151.79,131.71,132.39,219.08,213.23,193.91,185.25,110.04,141.43,527.7,295.32,163.14,116.24,192.08,122.24,207.39,225.47,171.79,138.03,171.45,CR-D6
282.74,258.76,202.09,606.08,0,0,115.15,115.15,0,0,0,0,0,0,0,0,0,0,0,219.66,222.39,515.01,326.85,334.21,240.64,152.41,223.15,255.36,276.94,187.25,338.79,311.87,CSPG4
185.64,252.11,133.45,230.06,228.52,256.26,225.33,224.91,232.85,139.07,137.24,233.52,226.12,160.98,379.32,133.39,143.1,254.69,278.84,98.35,286.51,459.12,245.5,345.53,364.05,192.14,486.4,1142.85,2038.4,3008.77,160.9,620.96,CX3CR1
143.23,121.85,143.23,438.53,150.93,129.89,121.17,121.12,121.99,141,120.38,123.3,151.75,121.73,241.79,130.63,143.17,129.14,182.1,108.85,179.42,441.41,246.82,113.52,0,118.67,156.77,188.35,242.95,185.2,251.25,169.7,CXCL16
179.5,154.46,168.3,155.59,201.91,163.08,143.84,143.79,151.43,143.79,140.85,131.43,183.96,147.22,231.62,158.49,140.68,137.67,176.36,164.69,144.35,434.77,242.8,135.45,391.31,302.06,157.34,182.73,191.67,153,174.62,197.85,ChemR23
507.61,124.63,561.96,381.51,0,144.19,124.63,124.63,0,132.2,117.07,0,0,0,0,144.19,0,0,0,9634.49,0,788.86,1773.44,141.56,0,116.51,111.07,148.1,154.91,141.57,0,148.98,DLL1
136.05,141.45,128.5,146.43,152.41,141.39,141.74,142.54,131.33,122.29,148.7,138.09,142.53,134.53,115.62,139.26,155.01,139.04,134.45,100.53,158.31,589.57,311.81,164.76,124.64,240.08,144,381.17,403.43,216.54,170.25,293.97,Dectin-1
434,284.02,0,434,0,0,284.02,284.02,0,0,302.28,0,114.06,0,0,0,0,0,0,11973.88,108.1,816.92,299.4,93.98,0,0,0,151.85,151.89,144.11,0,146.89,EGFR
175.29,153.95,171.89,189.29,168.97,142.4,162.48,170.52,164.52,249,139.42,160.33,267.68,162.48,0,126.59,149.98,146.1,161.5,106.04,204.94,534.8,240.92,152.94,193.91,133.6,170.94,187.5,206.43,173.93,413.26,166.64,EphA2
0,302.92,0,0,0,110.62,495.23,495.23,0,0,495.23,0,0,0,0,0,0,0,110.62,14255.08,0,745.75,0,0,0,0,0,104.84,0,150.73,118.65,0,FMO1
118.69,282.01,0,0,0,282.01,0,0,0,0,0,0,0,0,0,282.01,0,0,0,0,160.42,439.02,348.16,0,0,109.7,0,117.05,0,146.12,0,157.25,FMO2
264.49,306.18,0,0,264.49,269.47,310.93,637.15,209.19,437.32,837.84,179.8,145.5,174.74,344.07,1001.58,362.96,300.97,256.89,266.56,313.26,590.56,1020.55,242.28,4168.54,335.73,1119.81,386.91,0,264.37,0,781.05,FMO3
115.62,386.68,0,115.62,0,319.38,635.22,635.22,651.24,136.01,653.21,5028.21,443.36,0,651.24,323.11,190.32,159.33,321.54,712.36,1275.38,3434.09,1866.37,1654.87,0,0,1147.82,2949.68,136.77,173,0,786.93,FMO4
845.28,180.79,0,0,0,120.41,180.79,180.79,0,180.79,0,0,0,0,0,0,0,0,120.41,13845.22,100.41,387.91,1052.52,3517.7,0,113.12,0,163.09,155.1,147.39,0,135.39,FMO5
209.81,253.74,0,275.58,209.81,253.74,0,0,0,0,0,0,0,0,0,0,0,373.67,0,10733.68,170.1,439.46,255.92,236.17,0,110.35,0,203.36,0,136.3,122.32,0,FMO6
148.49,133.27,132.14,249.75,167.03,133.03,133.95,132.46,153.22,112.22,128.46,162.99,172.62,159.35,129.85,115.09,134.71,188.66,149.01,102.74,241.18,555.23,364.69,138.1,187.66,136.99,236.61,312.5,385.9,245.59,227.34,189.4,FPR1
179.71,173.07,186.85,150.68,160.55,180.15,171.5,174.89,147.13,150.29,194,110.63,210.86,139,205.5,167.7,148.27,212.37,185.2,103.69,200.85,527.78,247.43,166.06,633.93,213.33,171.27,212.93,220.47,180.57,188.76,220.47,FPR3
208.68,167.15,120.16,193.02,156.45,179.58,154.08,165.86,131.64,199.91,146.15,170.38,581.43,134.92,120.51,210.09,118.77,148.58,199.2,139.25,172.26,441.31,283.49,171.4,10024.64,0,174.88,209.42,248.72,238.82,965.22,2968.55,FcERIa
148.68,128.77,142.33,163.34,143.48,129.48,129.13,126.09,137.72,118.79,129.14,127.9,140.45,139.97,110.58,121.4,129.76,133.15,127.78,107.34,183.15,572.13,281.68,123.27,137.03,142.92,155.74,223.53,232.06,173.42,0,175.47,FcMR
125.77,140.47,123.82,317.99,126.65,139.58,135.76,146.11,128.04,341.8,148.28,125.07,201.12,263.63,127.12,0,151.22,139.58,128.9,191.05,139.84,514.93,273.18,134.02,129.25,255.96,150.72,186.38,200.3,166.63,141.53,169.5,GARP
28869.03,1501.05,36314.37,20904.14,24498.69,1307.16,1554.6,1483.07,2022.83,1141.39,1808,1196.41,347.88,2035.05,1969.77,1327.3,2502.42,1196.73,483.85,186.08,943.96,801.11,449.76,2743.77,266.71,2096.42,267.35,203.73,236.02,293.68,10502.27,790.19,GL7
205.6,338.11,388.79,102.64,205.6,341.75,327.57,328.11,140.72,160.69,239.79,317.07,340.8,140.33,772.25,179.42,388.95,312.8,358.97,112.13,245.98,526.11,312.44,263.89,211.3,228.02,360.38,154.99,252.24,283.15,163.51,167.37,GPR56
218.79,158.13,159.37,227.97,235.9,155.9,159,159,158.05,235.86,157.9,159.62,182.79,110.65,0,115.74,187.65,159.03,0,107.86,210.6,500.72,238.5,178.04,201.51,0,113.81,243.08,263.09,219.4,255.21,255.79,Galectin-3
163.75,135.49,0,108.49,147.5,195.97,137.86,137.26,181.58,108.07,140.05,119.75,0,181.58,0,109.36,194.66,878.12,206.58,101.06,148,422.54,236.01,112.13,196.36,246.52,124.6,171.81,184.22,146.98,249.3,144.23,Ganglioside GD2
4891.2,1656.84,3082.74,5591.92,7104.67,1657.97,1655.93,1633.14,1848.06,1257.02,1831.58,1587.55,1652.11,1952.84,1338.41,1424.79,1772.05,1729.6,1718.56,757.67,1800.85,1249.45,631.5,1855.12,1989.51,1078.14,1448.85,3077.3,3761.89,1865.04,1403.29,2094.42,HLA-A-B-C
153.85,176.05,133,172.05,170.16,175.6,172.82,169.96,209.53,185.69,166.44,182.4,156.01,242.84,160.05,124.57,193.56,229.97,164.35,134.97,181.73,701.32,370.59,160.88,217.18,0,151.76,325.73,202.85,329.54,302.6,333.04,HLA-A2
135.15,159.8,129.74,128.78,178.51,156.89,374.75,382.42,106,0,390.09,0,143.61,106,0,130.04,162.72,455.65,143.24,7576.58,163.83,728.87,299.44,115.22,140.3,246.74,116.49,200.15,203.06,166.58,165.87,162.68,HLA-DM
562.11,156.46,773.77,404.99,403.98,156.46,154.86,129.28,168.3,145.01,117.96,130.72,123.94,168.3,189.82,143.89,300.67,150.81,177.36,695.78,147.3,693.75,312.22,229.73,146.29,215.37,225.47,277.93,258.15,371.85,240.15,336.97,HLA-DQ
321.8,330.49,274.2,377.28,380.64,283.26,311.12,310.28,317.49,318.66,361.54,257.82,268.13,319.03,308.03,324.16,393.08,260.24,281.56,111.89,454.22,681.87,377.61,576.5,447.03,337.23,454.71,1025.4,1402.07,617.41,308.72,636.43,HLA-E
139.74,143.48,118.78,164.24,169.76,142.22,143.48,142.12,143.41,110.14,131.92,170.94,204.58,146.17,130.89,116.95,136.88,202.36,139.84,100.29,257.61,425.43,269.05,135.88,153.03,150.73,140.15,181.39,208.05,181.92,156.85,173.06,HM74A
155.92,160.4,442.85,138.38,0,157.59,161.52,161,236.01,124.78,161.73,161,143.49,213.04,294.03,127.27,191.6,156.66,182.64,9127.7,117.08,432.45,221.3,183.14,0,0,0,144.88,148.93,147.15,0,132.61,HPC
123.98,138.45,147.34,120.98,114.68,150.94,124.62,123.68,0,117.14,140.27,123.68,115.01,0,0,170.38,0,142.09,351.76,111.14,177.61,561.2,255.55,184.63,106.42,117.71,191,176.14,180.1,154.33,0,174.68,Histamine H1 R
167.89,335.65,0,167.89,0,0,335.65,335.65,0,0,470.67,0,200.64,0,0,0,0,0,0,6939.5,154.84,665.75,516.08,0,0,132.69,0,192.28,178.87,151.6,0,127.54,IgA
191.11,174.75,168.01,163.14,112.51,178.33,166.85,156.25,804.92,173.16,148.05,149.5,249.76,637.41,1086.73,120.64,166.57,205.77,194.78,137.95,180.23,642.21,348.06,177.91,3653.6,113.59,171.71,206.21,0,222.9,401.48,755.93,IgE
568.51,208.34,0,4284.92,0,165.96,208.34,213.63,93.22,185,221.82,0,1007.63,93.22,0,125.9,204.68,127.41,362.83,138.53,171.98,668.7,381.26,168.25,228.8,416.51,162.48,321.56,244.63,190.96,259.83,176.31,IgG
209.53,160.96,0,239,143.34,125.98,161.18,160.96,205.31,0,119.21,0,210.88,0,205.31,125.98,0,0,0,157.88,115.97,947.92,405.83,161.56,0,0,0,165.39,183.41,145.35,219.42,186.87,IgK
171.83,136.69,176.67,175.58,171.83,145.77,128.62,129.77,108.47,123.98,132.61,130.92,173.87,108.47,0,120.14,126.02,136.69,216.49,273.46,134.67,474.62,219.01,115.04,104.48,118.73,127.42,161.74,201.62,150.85,171.94,208.07,IgL
188.17,128.01,160.19,207.47,432.6,141.33,122.59,122.59,135.67,120.04,123.63,123.08,0,135.67,0,141.33,0,4740.55,136.41,8496.73,123.7,548.93,208.79,99.02,0,119.77,108.97,163.34,183.21,143.36,0,141.64,IgM
577.41,560.98,546.73,599.8,993.47,565.95,560.38,564.69,512.81,284.35,868.16,1133.11,574.4,639.15,324.99,421.62,1334.43,1007.28,688.76,151.96,603.78,831.91,331.26,536.33,425.56,300.37,324.72,176.51,690.38,189.85,235.46,436.09,Integrin B7
240.74,134.22,0,235.81,661.46,118.77,138.9,139.81,109.77,139.81,126.75,0,0,109.77,0,105.1,118.77,131.81,117.26,103.92,191.88,469.54,563.19,150.71,182.44,0,130.31,179.49,178.13,169.07,151.3,169.36,Integrin a9b1
161.76,137.36,147.89,168.17,255.34,122.77,142.61,157.14,141.51,121.37,164.25,158.95,127.07,176.95,98.35,129.63,156.92,167.17,108.41,103.53,180.58,493.63,238.08,141.23,130.48,132.95,134.85,207.64,208.87,188.46,138.7,186.4,Integrin b5
228.78,197.46,198.28,1076.92,171.17,198.62,193.53,193.79,114.2,138.64,177.95,188.16,207.46,114.2,0,135.7,171.81,196.89,202.57,103.57,227.06,496.03,243.53,239.62,0,184.11,186.4,196.98,213.6,164.3,107.45,164.22,KLRG1
173.48,157.3,199.15,0,163.24,166.56,152.99,148.68,134.57,143.27,144.38,180.53,0,119.8,268.89,178.15,234.62,150.06,164.18,325.08,194.12,456.07,262.04,187.41,120.37,194.64,249.83,203.51,233.16,177.34,127.66,155.81,LAP
285.21,175.35,317.86,2228.89,194.1,176.71,170.22,174.09,175.67,157.68,145.18,165.07,209.28,175.67,251.78,175.33,180.62,199.96,190.89,103.31,387.59,468.89,258.01,194.79,431.57,153.16,164.1,450.37,587.11,257.68,230.85,351.66,LTBR
172.09,131.27,173.84,194.97,164.66,126.53,132.53,132.06,127.73,93.24,131.15,129.2,168.53,126.31,206.89,111.18,186.79,118.35,159.87,165.77,193.74,628.5,291.94,131.92,122.6,151.47,126.95,233.46,251.41,178.68,142.68,170.63,MAIR-II
210.37,142.01,211.48,258.79,173.1,141.54,142.64,143.28,142.01,155.93,143.28,108.87,175.93,142.01,0,140.34,244.33,132.02,140.92,245.25,157.12,439.2,235.78,108.95,236.39,128.27,137.84,161.78,170.3,138.1,0,153.25,MICA-MICB
891.87,996.54,1154.61,772.97,546.56,731.09,1159.19,1137.05,1321.88,1165.8,1355.49,871.58,524.02,1330.79,1262.11,1626.61,1353.82,589.56,553.33,202.81,711.86,1004.71,2070.19,1593.92,1592.58,703.87,1279.33,778.57,1000.59,602.88,4564.53,847.25,MSC - NPC
204.76,139.36,938.06,204.76,0,139.36,134.55,154.43,114.68,0,201.88,109.74,0,114.68,0,0,134.19,144.53,0,106.61,175.91,461.62,231.72,126.34,0,0,0,172.57,178.11,198,207.68,226.19,Ms IgG1 k isotype control
165.11,204.83,155.92,491.3,0,117.63,221.15,183.32,448.49,103.8,204.83,230.23,290.6,448.49,0,0,0,328.17,0,99.12,158.2,470.03,242.2,258.44,0,173.76,137.81,187.2,181.42,184.01,196.92,187.63,Ms IgG2a k isotype control
249.55,186.53,2015.54,224.08,249.55,244,121.52,123.61,119.44,0,291.17,0,123.61,119.44,0,0,175.96,212.04,0,101.61,163.85,491.82,239.54,225.27,643.29,157.46,293.66,183.37,213.09,175.46,0,165.36,Ms IgG2b k isotype control
193.4,187.67,170.3,209.08,227.95,199.92,177.73,178.86,161.98,148.55,193.84,169.32,219.83,153.41,633.27,214.02,274.89,184.94,168.09,115.33,419.8,475.51,240.42,153.78,158.52,173.74,196.47,1402.84,1697.69,443.94,212.88,396.97,Ms IgG3 k isotype control
270.05,131.01,0,446.14,327.02,133.97,124.06,124.7,109.07,131.9,0,124.7,133.19,123.42,94.71,118,0,133.71,136.78,4606.93,117.94,547.68,234.1,120.32,0,117.58,131.78,162.68,160.37,151.63,755.55,160.39,Ms IgM k isotype control
137.73,205.59,108.69,152.81,334.45,207.28,157.94,158.35,118.48,134.77,127.71,150.77,175.71,189.18,104.27,152.63,233.38,195.77,218.48,102.38,284.58,480.81,238.01,209.09,220.85,1156.64,809.83,186.18,219.48,213.32,122.62,149.13,NKp80
423.56,187.57,432.38,617.66,229.46,273.04,130.98,179.9,110.81,228.83,130.98,0,0,104.83,187.57,0,340.42,0,205.65,196.36,321.64,496.28,251.75,159.41,144.99,117.45,289.48,176,167.58,150.24,0,156.67,Notch 1
440.06,155.45,0,132.74,747.38,357.48,154.09,154.09,0,161.69,154.09,0,139.88,0,0,282.51,432.46,0,0,443.92,127.61,475.7,255.72,280.39,177.59,169.54,774.35,188.43,205.89,157.09,224.07,161.97,Notch 2
153.16,176.68,0,139.81,156.33,248.85,176.68,165.88,182.46,117.75,436.06,165.88,119.72,121.85,243.08,0,0,0,248.85,123.03,111.55,691.54,2578.64,136.6,207.78,102.36,221.12,166,181.76,148.36,0,165.36,Notch 3
289.79,150.29,235.09,289.79,0,563.02,145.88,142.75,160.68,0,131.37,0,0,160.68,0,974.47,0,0,151.58,104.71,152.9,835.12,246.69,240.43,0,123.44,124.08,164.53,174.67,154.79,268.58,153.35,Notch 4
166.33,149.03,159.41,161.73,233.39,144.26,177.87,198.62,126.11,229.99,202.43,125.15,210.07,127.45,116.58,152.28,163.98,137.47,144.17,130.08,142,463.33,234.62,133.29,124.57,163.76,128.63,178.39,208.43,165.62,138.46,160.69,PAR1
161.96,191.65,118.21,156.61,178.08,177.03,193.69,185.68,233.51,139.4,184.37,190.57,169.43,233.87,198.34,164.26,183.1,175.69,183.44,97.23,222.88,454.46,237.46,198.17,168.04,244.94,1126.08,180.68,194.24,158.29,0,181.19,PI-16
146.16,130.13,226.5,149.22,139.34,127.61,127.36,124.79,132.21,116.98,124.49,147.67,184.37,139.46,113.66,115.64,126.84,155.85,124.35,106.92,167.75,438.86,271.18,121.03,171.56,150.71,168.49,177.17,183.68,182.19,1013.91,205.74,PTK7
158.42,153.32,167.53,154.91,165.74,414.85,145.6,144.36,165.88,584.99,134.6,95.7,248.15,150.93,165.88,0,636.25,0,193.46,105.17,172.97,458.85,224.71,110.95,0,200.35,170.22,178.53,191.23,167.21,163.01,151,ROR1
196.71,147.24,139.93,196.71,245.99,129.36,154.22,154.22,183.2,279.12,123.88,0,225.09,183.2,0,0,118.72,236.01,0,98.54,173.36,471.41,238.93,159.04,0,123.83,106.46,184.26,195.54,161.68,0,160.36,Rat IgG1 k isotype control
176.71,151.33,147.11,392.13,226.18,141.07,164.15,144.46,326.43,0,129.78,193.69,164.13,326.43,0,0,177.81,112.8,160.75,99.74,196.82,466.45,242.26,334.89,180.54,124.76,135.54,188.69,213.69,163.62,114.95,163.58,Rat IgG2a k isotype control
161.86,220.36,120.75,136.24,218.08,197.36,331.85,331.85,1176.58,145.19,1295.48,110.99,128.14,1176.58,0,2395.08,195.62,179.17,192.31,103.76,180.9,496.49,240.86,152.65,124.24,761.51,576.25,188.1,206.74,163.65,116.43,154.81,Rat IgG2b k isotype control
140.18,198.38,141,139.25,145.7,223.03,168.25,197.51,132.94,0,200.81,197.51,185.16,127.35,273.2,289.14,227.29,249.18,124.9,1024.33,259.45,1215.84,373.75,222.06,218.9,110.19,411.55,159.3,178.44,157.2,0,273.19,Rat IgM k isotype control
159.03,143.9,167.84,157.57,159.56,143.9,142.58,142.58,198.29,1337.07,141.92,120.81,0,108.05,0,177.3,169.74,126.65,0,100.67,148.85,447.15,240.44,106.98,108.37,193.59,115.85,199.28,202.58,160.84,0,168.94,S1P1 - EDG1
356.88,274.32,356.88,942.42,145.5,274.32,989.17,989.17,0,1305.61,147.53,0,0,0,0,0,274.32,0,0,4593.72,116.67,1100.29,229.67,107.38,134.98,299.06,118.32,162.23,188.87,147.94,0,169.76,SSEA-3
283.79,160.51,0,269.26,201.23,887.93,153.65,136.27,859.51,132.05,135.2,160.51,0,859.51,0,1679.37,0,96.5,0,11456.64,328.61,667.26,2207.52,0,0,149.81,115.28,141.27,158.67,147.17,109.5,154.15,SSEA-4
127.84,125.09,117.86,237.41,133.77,129.43,123.34,122.77,130.19,119.54,121.17,139.2,122.78,132.2,116.66,114.05,120.3,165.56,167.09,98.06,165.24,1105.49,262.97,118.53,127.56,113.61,144.33,187.64,204.35,164.04,204.96,134,Siglec-8
373.68,1112.99,270.03,491.42,0,607.61,724.47,756.59,178.47,0,1053.17,673.95,151.38,172.87,184.07,505.08,0,1125.39,355,111.63,2732.88,437.55,222.9,597.04,340.64,0,174.83,170.7,181.3,191.73,0,157.26,TCR Va24-Ja18
146.84,1348.67,145.05,136.23,175.02,1382.44,1221.74,1216.93,1250.48,2243.27,1121.31,816.67,180.81,1139.77,1566.08,796.41,1030.94,1894.35,921.63,96.2,7291.83,421.72,312.04,741.27,2181.66,0,1332.57,174.12,209.8,175.25,0,0,TCR Va72
0,896.45,0,0,0,935.29,856.09,856.09,1150.62,1127.59,917.85,599.97,1676.7,1278.13,806.66,856.75,943.55,1384.41,433.31,92.36,1141.06,431.95,258.65,611.49,146.19,129.21,0,177.79,190.77,158.59,162.39,113,TCR Vb132
150.72,271.14,151.26,159.03,133.23,262.34,347.62,367.18,271.24,231.63,504.61,989.27,156.19,271.24,435.42,274.14,210.93,256.46,240.01,136.7,202.42,468.35,283.99,265.73,116.92,122.85,245.03,182.64,209.53,174.12,233.85,165.99,TCR Vb23
173.5,398.98,173.57,179.07,173.82,453.57,372.24,364.43,479.06,338.62,376.17,387.34,275.96,475.08,456.61,554.94,347.62,292.41,238.41,102.71,12086.48,487.14,309.11,766.43,162.18,134.04,134.7,181.59,199.8,1532.84,1171.63,238.3,TCR Vb8
184.43,1894.59,127.93,0,196.02,1831.01,2077.95,2088.66,1762.76,3230.26,2151.52,1281.04,2054.07,1755.49,2179.04,1343.46,1631.82,2222.92,1662.2,93.4,3199.65,478.94,291.25,1247.14,0,122.68,0,183.98,201.41,151.19,0,137.45,TCR Vb9
201.7,6201.67,197.24,322.87,199.86,462.06,198.69,193.09,268.89,183.88,215.94,174.24,210.73,300.4,243.01,159.56,145.66,7536.46,315.69,109.23,11697.8,444,249.86,134.34,118.06,146.8,145.37,186.11,233.06,155.1,335.65,254.64,TCR Vd2
165.81,580.96,124.79,200.81,196.97,623.32,131.02,130.04,131.57,122.16,126,167.95,653.02,132.17,108.19,113.61,333.66,641.54,654.02,102.92,878.32,450.38,258.82,121.27,129.73,196.62,131.25,161.91,175.44,158.19,200.04,152.23,TCR Vg9
249.46,179.65,185.32,295.17,279.56,202.72,174.8,174.72,174.4,166.36,173.28,189.98,279.26,179.09,157.72,171.22,158.2,222.39,259.71,137.14,228.13,837.82,275.09,213.59,119.58,925.38,144.21,153.62,140.63,183.46,253.96,164.66,TCR a-b
364.05,297.95,300.2,1221.73,463.13,296.79,190.23,219.36,169.28,227.08,170.61,454.76,687.57,169.28,0,331.4,896.37,278.38,289.54,96.67,281.62,452.12,243.57,257.49,0,138.72,470.34,173.58,198.55,164.99,261.22,159.66,TCR g-d
326.84,158.14,197,635.52,156.29,167.22,148.38,158.14,135,383.19,158.14,0,125.86,135,0,167.22,0,0,0,206.2,204.38,551.58,349.9,367.89,166.44,173.81,188.73,267.99,292.29,202.39,901.38,426.33,TGF-b1
144.15,133.41,143.55,147.75,158.84,136.12,131.73,131.85,128.1,117.44,135,170.02,236.7,136.86,122.15,134.28,134.77,164.31,131.89,138.51,264.61,683.3,399.43,180.89,198.17,188.49,167.07,350.01,233.02,289.6,501.73,460.78,TLT-2
224.51,156.95,216.82,243.2,203.87,153.94,165.23,158.66,156.55,144.18,152.48,182.35,184.49,156.55,0,175.62,0,119.59,171.01,120.03,531.45,566.44,372.63,271.05,336.07,213.62,1132.17,283.63,238.87,274.48,238.47,225.58,TNAP
166.33,413.28,334.42,140.34,112.94,293.58,534.45,291.38,614.96,3938.84,5044.62,166.79,188.32,614.96,0,622.9,0,203.61,372.6,256.31,235.2,683.15,285.48,1134.42,0,142.32,137.6,173.25,174.39,146.29,157.91,165.47,TNF-a
338.31,124.66,106.46,327.78,451.28,154.93,110.67,124.66,96.68,0,124.66,0,0,96.68,0,185.24,0,124.63,0,7454.78,184.76,494.77,795.51,0,0,0,0,129.67,0,139.33,110.31,165.83,TRA-1-60
153.24,289.38,0,511.38,135.53,337.06,241.7,199.5,1206.77,241.7,0,157.3,0,0,1206.77,337.06,0,0,0,10672.01,150.78,444.75,354.42,88.99,199.24,689.27,0,141.21,0,142.83,0,0,TRA-1-81
423.76,296.35,332.41,441.49,595.14,282.83,309.07,299.79,398.2,208.57,326.62,336.46,305.11,471.5,225.27,229.75,279.11,309.4,291.08,325.61,330.92,1457.45,1104.31,344.64,1990.75,554.84,449.58,2605.56,2634.58,2204.35,625.23,1789.89,TRA-1-85
241.18,140.87,234.57,247.24,240.49,142.4,134.89,137.4,110.47,125.87,146.97,133.39,164.33,180.08,102.91,154.56,140.03,147.74,146.08,114.31,196.8,467.43,507.2,196.89,231.27,0,218.31,189.51,245.28,165.78,311.79,266.01,TRA-2-49
180.96,138.39,158.43,212.87,196.23,137.59,138.74,138.23,146.27,124.42,143.21,145.01,192.03,149.51,130.13,137.75,140.12,135.53,137.32,97.41,201.05,551.01,386.77,143.13,182.7,124.27,121.45,181.97,206.44,239.89,154.27,209.32,TRA-2-54
117.98,125.17,114.81,176.49,124.69,127.49,123.64,121.03,145.49,111.23,122.99,136.03,122.56,158.85,124.24,122.13,131.73,155.06,124.42,94.2,297.96,509.1,264.45,149.55,273.97,119.72,126.46,181.99,213.66,291.31,225.58,242.95,TSLPR
221.62,143.03,623.35,185.82,200.09,148.63,139.33,149.58,134.53,0,139.39,0,157.39,134.87,134.19,103.17,347.81,148.63,133.12,115.15,365.39,434.26,247.5,161.09,0,130.87,164.56,252.85,293.07,195.09,236.71,287.46,Tim-3
141.64,159.86,351.37,135.86,126.28,162.86,146.88,156.74,124.56,178.57,143.96,174.18,254.11,126.26,122.79,132.82,118.44,175.81,158.07,111.44,282.43,501.54,292.75,243.15,469.4,114.74,398.27,196.74,324.26,168.62,170.03,157.94,VEGFR-3
